学生区,教学办公区,教工区
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
18.87847105263159,4.719617763157897,23.598088815789488
19.511514473684123,4.877878618421031,24.389393092105152
15.24896052631563,3.8122401315789074,19.06120065789454
28.84651578947363,7.211628947368408,36.05814473684204
22.43184868421047,5.607962171052617,28.039810855263084
27.103701315789454,6.7759253289473635,33.87962664473682
29.731405263157814,7.432851315789454,37.16425657894727
35.65079999999993,8.912699999999983,44.56349999999992
33.4898052631579,8.372451315789474,41.86225657894737
31.261630263157755,7.815407565789439,39.0770378289472
32.716574999999835,8.179143749999959,40.895718749999794
44.03820789473683,11.009551973684207,55.04775986842103
44.25438552631564,11.06359638157891,55.31798190789455
52.35417236842093,13.088543092105233,65.44271546052616
59.37573552631577,14.843933881578943,74.21966940789471
50.476038157894614,12.619009539473653,63.09504769736827
51.9425289473684,12.9856322368421,64.9281611842105
47.61371842105261,11.903429605263153,59.51714802631576
43.66862763157885,10.917156907894713,54.585784539473565
41.02095789473673,10.255239473684183,51.27619736842091
32.486861842105085,8.121715460526271,40.60857730263136
51.63135394736827,12.907838486842067,64.53919243421034
59.56992236842107,14.892480592105267,74.46240296052633
60.7952605263157,15.198815131578925,75.99407565789463
67.19884342105246,16.799710855263115,83.99855427631557
51.71189210526304,12.92797302631576,64.6398651315788
54.51797368421052,13.62949342105263,68.14746710526315
48.491253947368364,12.122813486842091,60.614067434210455
47.03662894736839,11.759157236842098,58.795786184210485
49.093176315789336,12.273294078947334,61.36647039473667
41.3291842105263,10.332296052631575,51.66148026315787
41.349789473684076,10.337447368421019,51.687236842105094
54.699797368421,13.67494934210525,68.37474671052625
55.82399210526311,13.955998026315777,69.77999013157888
52.94927368421039,13.237318421052597,66.18659210526299
64.45543026315792,16.11385756578948,80.56928782894741
63.180426315789376,15.795106578947344,78.97553289473672
72.55891184210527,18.13972796052632,90.69863980263159
86.39797499999985,21.59949374999996,107.9974687499998
100.22819210526315,25.057048026315787,125.28524013157895
103.3260157894737,25.831503947368425,129.15751973684212
106.00608552631581,26.501521381578954,132.50760690789477
105.72961973684201,26.432404934210503,132.1620246710525
83.9374578947367,20.984364473684174,104.92182236842086
73.33960263157888,18.33490065789472,91.6745032894736
81.6451578947367,20.411289473684175,102.05644736842086
64.04790789473685,16.011976973684213,80.05988486842107
72.06115263157879,18.015288157894698,90.07644078947348
77.13704605263158,19.284261513157894,96.42130756578948
82.70551184210515,20.67637796052629,103.38188980263143
74.34563684210526,18.586409210526316,92.93204605263159
72.94248947368412,18.23562236842103,91.17811184210515
65.1355460526316,16.2838865131579,81.41943256578949
68.0482776315788,17.0120694078947,85.0603470394735
64.34473026315791,16.08618256578948,80.43091282894738
64.58662894736838,16.146657236842096,80.73328618421047
74.79934342105254,18.699835855263135,93.49917927631569
67.81661052631573,16.954152631578932,84.77076315789466
64.65764605263156,16.16441151315789,80.82205756578946
64.44232105263157,16.110580263157892,80.55290131578946
71.09394868421042,17.773487171052604,88.86743585526301
80.30308026315777,20.075770065789442,100.37885032894721
91.90561973684214,22.976404934210535,114.88202467105268
82.98631184210522,20.746577960526306,103.73288980263152
68.64934736842098,17.162336842105244,85.81168421052621
66.63973026315776,16.65993256578944,83.29966282894719
73.68147236842094,18.420368092105235,92.10184046052618
66.27597631578949,16.568994078947373,82.84497039473686
75.96364736842108,18.99091184210527,94.95455921052636
65.03351447368415,16.258378618421037,81.2918930921052
75.44325789473667,18.86081447368417,94.30407236842083
76.8566723684209,19.214168092105226,96.07084046052613
93.61436447368418,23.403591118421044,117.01795559210521
91.56105000000001,22.890262500000002,114.4513125
77.64272763157891,19.410681907894727,97.05340953947363
72.63749605263149,18.159374013157873,90.79687006578936
76.64767105263142,19.161917763157856,95.80958881578928
75.99640263157886,18.999100657894715,94.99550328947358
