日期,1点,2点,3点,4点,5点,6点,7点,8点,9点,10点,11点,12点,13点,14点,15点,16点,17点,18点,19点,20点,21点,22点,23点,24点
20200101,88.34591842105253,89.73659605263155,91.27158157894738,92.96277631578931,94.0798302631578,95.22946184210515,96.24622499999994,96.73421447368412,97.8887486842104,84.71903684210521,74.625122368421,67.51531184210518,62.356997368420906,58.711784210526275,58.80880657894732,64.1890539473683,74.37274342105265,80.1391263157895,82.10650263157883,83.44651973684194,84.85272236842093,85.74887368421042,85.23921315789462,85.2825907894737
20200102,87.84677368421052,89.5622684210525,91.27495657894733,92.93773026315776,94.49417368421037,95.80321184210513,96.75037894736835,97.39230394736843,89.97501315789475,77.23094210526315,67.3064881578946,59.640264473684134,54.779376315789435,52.49371973684205,52.63248552631577,57.22831184210517,67.83330789473682,71.83229210526306,74.02632631578949,76.98723157894736,79.47140921052633,81.6068960526315,84.01181447368415,86.61969473684195
20200103,88.88076710526309,90.67626710526312,92.48292236842094,93.95989342105264,94.12015263157883,92.58864868421047,91.81648421052621,93.12054868421048,92.10694736842107,85.31381842105257,77.69441842105253,68.65336184210514,62.06656973684196,56.57942368421035,54.79976842105261,58.1486565789472,66.00558552631571,71.03607631578949,74.28904342105253,76.54194473684213,78.27609078947354,80.01815921052622,81.30474473684194,81.27309078947367
20200104,80.27323815789462,80.10370657894737,81.7831776315789,85.87822499999986,88.1943631578946,87.26630921052633,84.95159210526302,84.22387105263147,78.52598289473686,69.99927631578934,62.078577631578774,53.816186842105246,47.917503947368395,44.426688157894745,44.74965789473668,53.09294210526318,60.616243421052566,62.044330263157754,62.58955263157891,63.64663815789471,64.52754868421042,64.90167631578947,65.24340394736835,65.95606184210521
20200105,66.76439210526311,67.16924999999983,67.69766842105257,67.78268289473682,67.0962789473683,66.3702986842105,65.42348684210509,64.47518289473666,63.59405921052615,58.37549210526299,49.860580263157885,40.82787236842094,39.215368421052524,37.67810921052625,40.52188421052632,44.69143026315773,52.933357894736695,61.66217368421036,64.3000736842104,67.21912894736832,70.73140263157897,73.73579210526303,75.93579473684197,77.14280131578947
20200106,77.92970921052628,79.09518552631573,81.75511184210518,85.25146973684193,88.51690657894733,90.79964999999984,91.89087631578936,92.32408421052618,84.93532105263154,72.29207368421035,62.397888157894755,55.913411842105226,52.10797499999988,49.59818289473676,48.717840789473655,53.364398684210386,65.49297631578935,71.33691315789471,71.46409736842101,72.45222631578945,74.85021710526307,76.60926710526303,77.62254868421054,79.74190657894722
20200107,81.19741973684211,82.18629473684207,83.6774763157894,85.1215855263158,86.13635921052632,86.67465394736844,87.56089342105265,88.23166578947367,84.77747763157878,79.98043026315773,73.80386052631566,67.89562105263155,63.613030263157896,60.73021184210522,59.62651578947359,60.68726052631576,67.638375,72.47499868421036,75.84179210526307,79.58285526315785,83.20412368421046,85.83736973684212,87.37505526315779,88.33909736842101
20200108,88.98777236842103,89.16078552631575,88.91231447368406,88.24150657894734,87.75536447368415,88.65837236842108,89.57104342105255,90.31805526315776,89.15037631578946,83.81840921052626,75.85838289473668,63.08599736842088,54.59648684210513,50.45198684210528,49.667246052631405,56.21222368421053,66.1325565789472,70.60087894736841,72.34966184210509,74.41448684210509,75.92311184210526,76.9339776315789,78.96487499999998,81.63020131578932
20200109,83.25148026315782,84.87872763157881,86.53080789473674,87.66971052631573,88.87824473684195,89.5735302631578,89.77574605263145,90.021197368421,82.49690131578939,72.509672368421,62.46283026315772,54.35295394736844,48.37568684210518,44.64133815789462,43.388467105263,47.55343026315782,54.15098684210509,60.04903026315772,63.10574999999983,64.33510263157883,67.50944999999997,70.78476315789473,73.3901565789473,76.34431184210526
20200110,78.68471447368412,79.69049999999999,79.8626605263157,79.71696710526317,79.97392894736831,79.59454342105256,78.25147105263159,77.01412499999995,72.13259605263158,62.04422368421046,51.3834157894737,41.63069605263145,34.65499736842095,30.976353947368402,33.60256578947354,43.315496052631474,54.602419736841945,59.13234473684207,59.55386447368418,59.78350657894733,59.336372368421046,61.35892105263148,64.0780342105262,65.62548947368415
