日期,1点,2点,3点,4点,5点,6点,7点,8点,9点,10点,11点,12点,13点,14点,15点,16点,17点,18点,19点,20点,21点,22点,23点,24点
20410101,0.35699321319883365,0.3560326793606803,0.39095770618395354,0.44618614921927263,0.4623372807259746,0.4421888931022243,0.3894370096977251,0.3472358029778511,0.370854520727422,0.3155498563567846,0.23774656789153617,0.1269356938912945,0.10868759380915924,0.10257681142133052,0.10361475393077316,0.1131410380961472,0.19480877050089396,0.3705335465956712,0.3902663146168491,0.3839567494685842,0.3832539888916615,0.37340195503027174,0.36665372149530556,0.36465361376142263
20410102,0.35699321319883365,0.3560326793606803,0.39095770618395354,0.44618614921927263,0.4623372807259746,0.4421888931022243,0.3894370096977251,0.3472358029778511,0.370854520727422,0.3155498563567846,0.23774656789153617,0.1269356938912945,0.10868759380915924,0.10257681142133052,0.10361475393077316,0.1131410380961472,0.19480877050089396,0.3705335465956712,0.3902663146168491,0.3839567494685842,0.3832539888916615,0.37340195503027174,0.36665372149530556,0.36465361376142263
20410103,0.35699321319883365,0.3560326793606803,0.39095770618395354,0.44618614921927263,0.4623372807259746,0.4421888931022243,0.3894370096977251,0.3472358029778511,0.370854520727422,0.3155498563567846,0.23774656789153617,0.1269356938912945,0.10868759380915924,0.10257681142133052,0.10361475393077316,0.1131410380961472,0.19480877050089396,0.3705335465956712,0.3902663146168491,0.3839567494685842,0.3832539888916615,0.37340195503027174,0.36665372149530556,0.36465361376142263
20410104,0.35699321319883365,0.3560326793606803,0.39095770618395354,0.44618614921927263,0.4623372807259746,0.4421888931022243,0.3894370096977251,0.3472358029778511,0.370854520727422,0.3155498563567846,0.23774656789153617,0.1269356938912945,0.10868759380915924,0.10257681142133052,0.10361475393077316,0.1131410380961472,0.19480877050089396,0.3705335465956712,0.3902663146168491,0.3839567494685842,0.3832539888916615,0.37340195503027174,0.36665372149530556,0.36465361376142263
20410105,0.35699321319883365,0.3560326793606803,0.39095770618395354,0.44618614921927263,0.4623372807259746,0.4421888931022243,0.3894370096977251,0.3472358029778511,0.370854520727422,0.3155498563567846,0.23774656789153617,0.1269356938912945,0.10868759380915924,0.10257681142133052,0.10361475393077316,0.1131410380961472,0.19480877050089396,0.3705335465956712,0.3902663146168491,0.3839567494685842,0.3832539888916615,0.37340195503027174,0.36665372149530556,0.36465361376142263
20410106,0.35699321319883365,0.3560326793606803,0.39095770618395354,0.44618614921927263,0.4623372807259746,0.4421888931022243,0.3894370096977251,0.3472358029778511,0.370854520727422,0.3155498563567846,0.23774656789153617,0.1269356938912945,0.10868759380915924,0.10257681142133052,0.10361475393077316,0.1131410380961472,0.19480877050089396,0.3705335465956712,0.3902663146168491,0.3839567494685842,0.3832539888916615,0.37340195503027174,0.36665372149530556,0.36465361376142263
20410107,0.35699321319883365,0.3560326793606803,0.39095770618395354,0.44618614921927263,0.4623372807259746,0.4421888931022243,0.3894370096977251,0.3472358029778511,0.370854520727422,0.3155498563567846,0.23774656789153617,0.1269356938912945,0.10868759380915924,0.10257681142133052,0.10361475393077316,0.1131410380961472,0.19480877050089396,0.3705335465956712,0.3902663146168491,0.3839567494685842,0.3832539888916615,0.37340195503027174,0.36665372149530556,0.36465361376142263
20410108,0.35699321319883365,0.3560326793606803,0.39095770618395354,0.44618614921927263,0.4623372807259746,0.4421888931022243,0.3894370096977251,0.3472358029778511,0.370854520727422,0.3155498563567846,0.23774656789153617,0.1269356938912945,0.10868759380915924,0.10257681142133052,0.10361475393077316,0.1131410380961472,0.19480877050089396,0.3705335465956712,0.3902663146168491,0.3839567494685842,0.3832539888916615,0.37340195503027174,0.36665372149530556,0.36465361376142263
20410109,0.35699321319883365,0.3560326793606803,0.39095770618395354,0.44618614921927263,0.4623372807259746,0.4421888931022243,0.3894370096977251,0.3472358029778511,0.370854520727422,0.3155498563567846,0.23774656789153617,0.1269356938912945,0.10868759380915924,0.10257681142133052,0.10361475393077316,0.1131410380961472,0.19480877050089396,0.3705335465956712,0.3902663146168491,0.3839567494685842,0.3832539888916615,0.37340195503027174,0.36665372149530556,0.36465361376142263
20410110,0.35699321319883365,0.3560326793606803,0.39095770618395354,0.44618614921927263,0.4623372807259746,0.4421888931022243,0.3894370096977251,0.3472358029778511,0.370854520727422,0.3155498563567846,0.23774656789153617,0.1269356938912945,0.10868759380915924,0.10257681142133052,0.10361475393077316,0.1131410380961472,0.19480877050089396,0.3705335465956712,0.3902663146168491,0.3839567494685842,0.3832539888916615,0.37340195503027174,0.36665372149530556,0.36465361376142263
