光伏,风电
0,0.67569807
0,0.5723559255999999
0,0.0
0,0.18082146536000002
0,0.06629791725999999
0,0.15230417012
0,0.08196235664
0,0.01562827052
0,0.0
0,0.0
0,0.0
0,0.0
0,0.11850706802
0,0.011328649892
0,0.0
0,0.002536297172
0,0.0
0,0.0
0,0.0
0,0.0
0,0.244528513
0,0.3478311992
0,0.33747254439999996
0,0.3394424454
0,0.5004849952
0,0.386275576
0,0.0
0,0.10913652998
0,0.20768896960000002
0,0.0
0,0.07639289522
0,0.18719250633999998
0,0.0
0,0.0
0,0.0
0,0.18970115194
0,0.3559880464
0,0.7063608494
0,0.683373485
0,0.2144159376
0,0.08669485812
0,0.11446962383999999
0,0.09588089788
0,0.3239563988
0,0.058747043199999995
0,0.07443472678
0,0.043119787
0,0.12591589398
0,0.15237331924
0,0.17377639164
0,0.0
0,0.0
0,0.0
0,0.0
0,0.13781064415999997
0,0.0
0,0.2861689938
0,0.7235452556
0,0.4406165522
0,0.6263389751999999
0,0.3326999056
0,0.1122311778
0,0.0
0,0.0
0,0.08578345039999999
0,0.023785993599999996
0,0.2752452472
0,0.08556684948
0,0.0
0,0.0
0,0.19705288158
0,0.18706504206
