光伏,风电
0,0.40324317120000003
0,0.33756286879999997
0,0.15650875764
0,0.0
0,0.0
0,0.0
0,0.018736491382
0,0.0
0,0.0
0,0.291216666
0,0.4424900534
0,0.7528228148
0,0.5567723196
0,0.3858441838
0,0.3866829574
0,0.2193879468
0,0.45250174280000005
0,0.0800059976
0,0.0
0,0.0
0,0.11986550468
0,0.0
0,0.025371046919999998
0,0.18597345554
0,0.0
0,0.13841461996
0,0.0
0,0.07807703358
0,0.0
0,0.27162049419999995
0,0.2782072994
0,0.3933394448
0,0.3181020636
0,0.5976260238
0,0.4286218584
0,0.0028152015299999994
0,0.20360068759999997
0,0.02529144094
0,0.0
0,0.07185776896
0,0.09171843486
0,0.0
0,0.0
0,0.0
0,0.22506701899999995
0,0.597247738
0,0.7541962916000001
0,0.840617705
0,0.03964535548
0,0.0
0,0.03933894312
0,0.28773415
0,0.3147293388
0,0.3842458662
0,0.2009702276
0,0.0
0,0.0
0,0.026043939419999995
0,0.0
0,0.40912735619999996
0,0.23717384339999997
0,0.36418953179999997
0,0.8048109722
0,0.39152374539999996
0,0.5900094774
0,0.3487750274
0,0.6315278488
0,0.40978275799999997
0,0.07492968492
0,0.0
0,0.14063040292
0,0.0
0,0.2516866708
0,0.95
0,0.95
0,0.5278987624
0,0.21098733919999998
0,0.4527105026
0,0.04930747928
0,0.95
0,0.4703787256
0,0.0
0,0.17235307042
0,0.40618844839999996
0,0.0
0,0.0
0,0.0
0,0.0
0,0.3617706712
0,0.6405364684
0,0.2332930636
0,0.0
0,0.0
0,0.2202827994
0,0.040246286119999995
0,0.3193536018
0,0.95
0,0.95
0,0.0
0,0.14012860158
0,0.14455118396
0,0.5497993308
0,0.5039358266
0,0.28828980499999995
0,0.016739694598
0,0.0
0,0.0
0,0.12754931249999998
0,0.0
0,0.0
0,0.48876335699999995
0,0.6892071679999999
0,0.95
0,0.8406371380000001
0,0.6141587128
0,0.6152707059999999
0,0.39360522319999997
0,0.7024811046
0,0.20892443959999998
0,0.0
0,0.4495919025999999
0,0.08412185554
0,0.0
0,0.0
0,0.5115052318
0,0.8382427248
0,0.95
0,0.95
0,0.45950491639999996
0,0.3333378226
0,0.39977859400000004
0,0.662177378
0,0.588562864
0,0.430411502
0,0.22978074419999997
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.26703178320000004
0,0.5372743562
0,0.18613649674
0,0.6301746919999999
0,0.8493595514000001
0,0.2271179998
0,0.33934985700000003
0,0.25810134360000003
0,0.6731063594
0,0.4957674896
0,0.5139587686
0,0.3547811839999999
0,0.353882035
0,0.33168199719999997
0,0.6972570162
0,0.2781645792
0,0.3041439908
0,0.25483130639999996
0,0.3866619786
0,0.4288479218
0,0.4629381072
0,0.10558914870000001
0,0.0
0,0.0
0,0.0
0,0.40583514379999996
0,0.10485137686
0,0.6416866866000001
0,0.95
0,0.8872185072000001
0,0.95
0,0.7156588443999999
0,0.36517037399999996
0,0.06373966762
0,0.0
0,0.323125302
0,0.22456532019999997
0,0.6243207414
0,0.3227809624
0,0.09858973228000001
0,0.4674285446
0,0.24540408779999995
0,0.243577451
0,0.2629331534
0,0.2178215764
0,0.0
0,0.0
0,0.07444493649999999
0,0.49261655019999995
0,0.5970968118
0,0.5266543314
0,0.95
0,0.7937199867999999
0,0.14390267454
0,0.7916067904
0,0.34049945379999996
0,0.3966802436
0,0.2140847826
0,0.0
0,0.0
0,0.0
0,0.0
0,0.25451692400000003
0,0.95
0,0.95
0,0.0
0,0.3000725196
0,0.331668512
0,0.8245146017999999
0,0.95
0,0.95
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.30494077059999997
0,0.6553445454
0,0.0
0,0.4649715136
0,0.9319176022
0,0.3515116418
0,0.3762509022
0,0.3462634172
0,0.5874415863999999
0,0.316749531
0,0.5243935573999999
0,0.5396430794
0,0.40099464119999995
0,0.2148381996
0,0.1021528103
0,0.2829853502
0,0.17985507087999997
0,0.677250002
0,0.5031391688
0,0.46342889119999997
0,0.604048735
0,0.36800143539999997
0,0.5035175616
0,0.95
0,0.5239075866
0,0.3385607086
0,0.12603388576
0,0.2773272078
0,0.0
0,0.2797668046
0,0.0019000661652000001
0,0.3826080912
0,0.37742160579999995
0,0.2262035048
0,0.7357933864
0,0.7052138776
0,0.8281657252
0,0.95
0,0.14648652892
0,0.5669776174
0,0.009545858721999999
0,0.258624194
0,0.08209809157999999
0,0.0
0,0.0
0,0.0
0,0.0
0,0.07118897668
0,0.95
0,0.95
0,0.0
0,0.11375350115999998
0,0.3161330062
0,0.510035063
0,0.95
0,0.0
0,0.0
0,0.0
0,0.0
0,0.27360789599999996
0,0.0
0,0.14844380832
0,0.11547057238
0,0.19701301074
0,0.0
0,0.41246578259999994
0,0.18329913236
0,0.0
0,0.0
0,0.059307725979999996
0,0.008107394886000001
0,0.0
0,0.0
0,0.056635984619999996
0,0.2672421052
