ans_load1,ans_load2,ans_load3,ans_ele,ans_gas,ans_planning
0,0,0,154.8024656,108.1398615,0
0,0,0,152.0888026,110.1019425,0
0,0,0,141.303587,112.0020862,0
0,0,0,147.5537836,113.3373148,0
0,0,0,142.2870259,114.0455973,0
0,0,0,152.6338857,115.2117019,0
0,0,0,105.6611281,222.9687453,0
0,0,0,100.1493465,208.2869165,0
0,0,0,98.66465278,207.9070019,0
0,0,0,72.41279041,200.0324378,0
0,0,0,62.37287423,197.2190879,0
0,0,0,41.07340449,176.732679,0
0,0,0,38.89369651,162.1495017,0
0,0,0,43.90698421,170.1758008,0
0,0,0,59.86376497,163.3936585,0
0,0,0,90.34267971,185.7975871,0
0,0,0,138.1410718,199.577788,0
0,0,0,143.170318,201.6435622,0
0,0,0,130.4984919,212.2861993,0
0,0,0,114.7091865,254.4791101,0
0,0,0,110.5473851,257.9439075,0
0,0,0,101.8457718,259.967178,0
0,0,0,174.4593204,116.2356544,0
0,0,0,155.6058213,117.0891742,0
0,0,0,151.3276902,117.3168231,0
0,0,0,146.693142,116.9898875,0
0,0,0,136.3821568,116.1072455,0
0,0,0,154.8356724,115.4675848,0
0,0,0,138.6377442,116.6557531,0
0,0,0,159.8104942,117.8566361,0
0,0,0,94.64558194,230.1047569,0
0,0,0,105.1696848,222.3945415,0
0,0,0,114.2006469,223.2810889,0
0,0,0,70.07391901,209.0658976,0
0,0,0,61.67178985,184.7122463,0
0,0,0,44.82341249,161.1274958,0
0,0,0,37.29344335,155.9207454,0
0,0,0,48.14040239,155.5366856,0
0,0,0,52.51745465,165.1058187,0
0,0,0,94.74113742,182.5409746,0
0,0,0,132.9293444,188.2245903,0
0,0,0,143.4523466,195.5604784,0
0,0,0,138.6676429,211.1267633,0
0,0,0,114.5031947,244.8988314,0
0,0,0,101.9646114,246.2289179,0
0,0,0,104.6524034,248.9011513,0
0,0,0,185.0194484,107.4081596,0
0,0,0,160.6578209,109.5414214,0
0,0,0,148.6838336,111.6825364,0
0,0,0,141.5800785,113.8563262,0
0,0,0,148.9442761,115.3548823,0
0,0,0,146.3072297,116.9450589,0
0,0,0,150.5687543,117.8599082,0
0,0,0,161.4484196,118.1259816,0
0,0,0,110.3693487,225.8310063,0
0,0,0,124.7048648,206.6775211,0
0,0,0,104.0473729,199.2112294,0
0,0,0,81.60786331,174.5040453,0
0,0,0,68.58256173,169.6453416,0
0,0,0,35.22767184,145.261586,0
0,0,0,42.56669997,144.5019423,0
0,0,0,45.4047436,133.5550213,0
0,0,0,56.98736334,136.2804024,0
0,0,0,96.89014626,169.4138659,0
0,0,0,134.1792023,175.2114408,0
0,0,0,138.8976966,173.931788,0
0,0,0,138.0580597,176.8672287,0
0,0,0,115.2788147,233.8282237,0
0,0,0,94.35414441,238.1378463,0
0,0,0,101.9415267,241.5659955,0
0,0,0,190.8187909,100.4530419,0
0,0,0,160.680095,103.532519,0
0,0,0,145.8035931,104.8559211,0
0,0,0,136.647855,105.0824481,0
0,0,0,150.7665326,104.8907462,0
0,0,0,140.0997666,105.2288539,0
0,0,0,146.0581539,104.7296624,0
0,0,0,157.3183264,102.9624619,0
0,0,0,98.67319302,185.1813957,0
0,0,0,119.2697706,195.3982528,0
0,0,0,105.1389222,182.0668332,0
0,0,0,75.14472172,157.5070218,0
0,0,0,56.01442672,136.9020404,0
0,0,0,35.09753614,117.0136107,0
0,0,0,26.9577053,106.5211309,0
0,0,0,32.42537809,112.540357,0
0,0,0,64.96210888,127.6809097,0
0,0,0,78.76922405,157.2955776,0
0,0,0,124.8598955,178.5793143,0
0,0,0,112.9926764,172.4391029,0
0,0,0,123.1958633,180.48801,0
0,0,0,70.89159915,223.0741742,0
0,0,0,28.6765282,225.7354224,0
0,0,0,2.581296241,227.676179,0
0,0,0,122.7313205,86.34932825,0
0,0,0,88.42175154,88.52237015,0
0,0,0,95.14934045,91.43908068,0
0,0,0,89.47077668,93.67134868,0
0,0,0,105.6434555,95.57738227,0
0,0,0,119.3513205,97.82175727,0
0,0,0,92.62109149,101.3254934,0
0,0,0,124.2395139,104.9022922,0
0,0,0,72.10844551,206.1355244,0
0,0,0,76.41114693,197.5243836,0
0,0,0,75.33495327,183.2742975,0
0,0,0,41.69011633,180.7366184,0
0,0,0,57.21679938,165.4530801,0
0,0,0,47.3006807,156.633839,0
0,0,0,43.06444887,144.7575861,0
0,0,0,11.72106126,146.4482319,0
0,0,0,29.8143062,156.8182821,0
0,0,0,16.58759882,175.5537593,0
0,0,0,12.31054223,197.4298414,0
0,0,0,32.54633011,204.3135787,0
0,0,0,33.84924307,195.8682939,0
0,0,0,16.4320752,241.2326091,0
0,0,0,0,213.9268399,0
0,0,0,0,193.9054805,0
0,0,0,57.71765647,102.6082739,0
0,0,0,78.16591118,106.7874775,0
0,0,0,66.15590273,110.1693958,0
0,0,0,38.31471887,112.4008224,0
0,0,0,51.58449824,113.5545862,0
0,0,0,33.17714277,115.434349,0
0,0,0,8.009361211,118.1184089,0
0,0,0,20.55235301,120.1777666,0
0,0,0,0,135.6058647,0
0,0,0,0,150.5156788,0
0,0,0,0,116.481317,0
0,0,0,0,85.06515219,0
0,0,0,0,40.83729271,0
0,0,0,0,39.89222184,0
0,0,0,0,26.2920186,0
0,0,0,0,21.62784429,0
0,0,0,0,23.2120452,0
0,0,0,0,94.10805566,0
0,0,0,0,128.7972181,0
0,0,0,0,123.2134877,0
0,0,0,0,121.6886959,0
0,0,0,0,99.09524918,0
0,0,0,0,76.94316261,0
0,0,0,0,71.11889784,0
0,0,0,0,98.07697895,0
0,0,0,0,98.09313904,0
0,0,0,0,104.1199327,0
0,0,0,0,71.96408356,0
0,0,0,0,58.62818354,0
0,0,0,0,39.70061903,0
0,0,0,0,56.86487715,0
0,0,0,0,88.3622368,0
0,0,0,0,124.5858806,0
0,0,0,0,119.7010155,0
0,0,0,0,109.2222578,0
0,0,0,0,95.15345607,0
0,0,0,0,115.4053219,0
0,0,0,0,97.04288686,0
0,0,0,0,79.67554934,0
0,0,0,0,81.31969702,0
0,0,0,0,104.0438839,0
0,0,0,0,152.6649699,0
0,0,0,0,190.90523,0
0,0,0,0,191.3583137,0
0,0,0,0,137.4171439,0
0,0,0,0,142.9004783,0
0,0,0,0,139.5971808,0
0,0,0,0,163.4196514,0
0,0,0,34.68753178,97.6180419,0
0,0,0,48.65735072,97.9829813,0
0,0,0,30.96914708,99.94459488,0
0,0,0,18.96027897,102.5867244,0
0,0,0,10.94309732,104.9339855,0
0,0,0,0,83.62118519,0
0,0,0,17.47482852,107.4630852,0
0,0,0,44.54675511,107.710741,0
0,0,0,0,184.564762,0
0,0,0,29.25075387,205.6173135,0
0,0,0,22.56672837,188.0514559,0
0,0,0,0,162.006921,0
0,0,0,0,155.3095155,0
0,0,0,0,110.7990152,0
0,0,0,0,155.5629636,0
0,0,0,12.1199525,176.6830349,0
0,0,0,8.111315333,165.1258444,0
0,0,0,41.09276389,180.5724022,0
0,0,0,67.91253704,195.7384908,0
0,0,0,97.71869038,185.9042203,0
0,0,0,96.17787923,185.6436195,0
0,0,0,47.42187306,239.0326887,0
0,0,0,25.00643011,241.4435699,0
0,0,0,9.274989488,244.705213,0
0,0,0,92.41067784,102.8099792,0
0,0,0,82.17867457,106.2773476,0
0,0,0,76.6778507,108.7361427,0
0,0,0,45.24672724,110.1315789,0
0,0,0,47.57565228,111.0748494,0
0,0,0,72.56181414,112.657313,0
0,0,0,82.06773448,114.6620256,0
0,0,0,90.79094859,116.4954172,0
0,0,0,38.62061829,220.556703,0
0,0,0,63.8103652,220.2991368,0
0,0,0,20.42164816,203.8016023,0
0,0,0,0,164.3427882,0
0,0,0,0,154.3229812,0
0,0,0,0,134.9591632,0
0,0,0,0,130.4533138,0
0,0,0,0,147.2728838,0
0,0,0,0,107.410397,0
0,0,0,10.82540723,177.2073829,0
0,0,0,41.63510168,182.5217655,0
0,0,0,41.8551193,191.9066052,0
0,0,0,66.28223309,200.7335882,0
0,0,0,51.29463405,244.9657237,0
0,0,0,42.56380227,248.0143958,0
0,0,0,40.80020045,251.201153,0
0,0,0,79.85865059,109.5168802,0
0,0,0,73.54149718,112.7700156,0
0,0,0,54.25906726,114.0642954,0
0,0,0,42.83260133,113.400374,0
0,0,0,10.92480593,113.4057964,0
0,0,0,44.66492461,114.0133899,0
0,0,0,53.15942041,114.5650294,0
0,0,0,62.40732869,114.3677181,0
0,0,0,0,174.332085,0
0,0,0,0,172.8134121,0
0,0,0,0,165.3659874,0
0,0,0,0,103.350616,0
0,0,0,0,106.6956284,0
0,0,0,0,90.69374926,0
0,0,0,0,133.8361109,0
0,0,0,23.08370392,156.2799188,0
0,0,0,60.87123037,170.4318753,0
0,0,0,71.82593514,175.4025928,0
0,0,0,107.6600898,194.0505748,0
0,0,0,94.78282436,196.6083347,0
0,0,0,92.50868856,203.0315355,0
0,0,0,47.71081066,249.8292763,0
0,0,0,41.99308136,254.8642434,0
0,0,0,21.68282034,259.1463331,0
0,0,0,131.9895049,117.758518,0
0,0,0,93.46192459,120.8423892,0
0,0,0,62.24165071,123.4979346,0
0,0,0,76.09903726,126.143196,0
0,0,0,33.93536186,128.3977147,0
0,0,0,46.85705349,129.7296711,0
0,0,0,43.3914714,130.7264179,0
0,0,0,23.86689072,132.068331,0
0,0,0,0,194.7802407,0
0,0,0,0,182.5871456,0
0,0,0,0,184.0576609,0
0,0,0,0,117.4284615,0
0,0,0,0,93.85250006,0
0,0,0,0,67.41883757,0
0,0,0,0,67.37005268,0
0,0,0,0,61.69035006,0
0,0,0,0,114.2775629,0
0,0,0,17.82692106,186.2627591,0
0,0,0,43.52479578,205.7958052,0
0,0,0,17.9484088,207.416194,0
0,0,0,23.78792937,194.5359933,0
0,0,0,0,226.8016088,0
0,0,0,0,215.2066659,0
0,0,0,0,195.5711785,0
0,0,0,65.6439935,100.8062483,0
0,0,0,70.11716129,101.7005298,0
0,0,0,87.50484651,102.5009938,0
0,0,0,85.02901078,103.0511842,0
0,0,0,89.56966016,102.0995464,0
0,0,0,130.0032468,101.7559228,0
0,0,0,122.3141792,103.0006994,0
0,0,0,140.0710325,104.8462448,0
0,0,0,82.36150446,191.7332296,0
0,0,0,80.29433334,193.9392226,0
0,0,0,69.76421995,183.2264686,0
0,0,0,51.96880951,170.3405318,0
0,0,0,45.55949284,147.7209812,0
0,0,0,17.84810262,136.0372433,0
0,0,0,17.98846081,124.4154873,0
0,0,0,4.28106858,141.2680102,0
0,0,0,18.00743255,147.7168717,0
0,0,0,76.08882528,163.5432681,0
0,0,0,119.4910245,168.2486909,0
0,0,0,118.9188853,182.0182091,0
0,0,0,119.3834632,186.683592,0
0,0,0,80.30015394,234.8826073,0
0,0,0,56.9519074,236.2475858,0
0,0,0,55.49214948,235.6227671,0
0,0,0,132.3087498,99.27768179,0
0,0,0,139.1949388,101.9907237,0
0,0,0,119.9061792,104.4361028,0
0,0,0,95.66274359,104.7738833,0
0,0,0,94.75341794,104.7247074,0
0,0,0,108.1940572,106.9956337,0
0,0,0,119.0511129,111.9083622,0
0,0,0,100.6154691,116.2340651,0
0,0,0,67.0126536,209.0165624,0
0,0,0,81.94682147,200.1097837,0
0,0,0,94.82807104,195.4275501,0
0,0,0,62.4619665,177.159309,0
0,0,0,77.92140128,160.1256826,0
0,0,0,57.54147055,145.059692,0
0,0,0,55.7981723,131.3434407,0
0,0,0,56.60262136,145.2666643,0
0,0,0,72.80544421,143.3756046,0
0,0,0,100.3493717,163.7842835,0
0,0,0,117.3033918,190.4997869,0
0,0,0,125.7341501,190.4629455,0
0,0,0,116.4965575,199.1513354,0
0,0,0,85.02228347,240.4921727,0
0,0,0,92.69664841,242.1006198,0
0,0,0,86.36951622,244.0069339,0
0,0,0,174.0286735,102.0269512,0
0,0,0,162.5849892,104.803847,0
0,0,0,150.8091677,107.1165634,0
0,0,0,137.1267035,110.1858033,0
0,0,0,145.7122229,111.7066569,0
0,0,0,136.5530254,113.0099584,0
0,0,0,148.0004123,114.508982,0
0,0,0,141.2907387,115.3962517,0
0,0,0,99.03913582,206.2699021,0
0,0,0,107.4399943,207.4495233,0
0,0,0,115.6137786,194.1560352,0
0,0,0,94.48657846,172.2837715,0
0,0,0,85.0578336,179.798036,0
0,0,0,71.10937397,161.8376136,0
0,0,0,69.92618453,151.9323201,0
0,0,0,50.17043234,145.0320929,0
0,0,0,56.21812273,158.6040027,0
0,0,0,101.294143,177.2995198,0
0,0,0,124.0099706,177.3806006,0
0,0,0,141.9771999,168.1678414,0
0,0,0,125.8450247,173.675444,0
0,0,0,83.21324111,234.9150952,0
0,0,0,90.50943792,240.8502805,0
0,0,0,100.2277851,242.0484522,0
0,0,0,180.5544354,95.75328428,0
0,0,0,147.570257,96.81533414,0
0,0,0,144.7935511,99.08055748,0
0,0,0,124.5884659,102.045509,0
0,0,0,130.7620423,104.72424,0
0,0,0,137.0979174,106.7883189,0
0,0,0,132.1448516,108.0991932,0
0,0,0,134.4435408,108.2175987,0
0,0,0,85.67816782,202.0627812,0
0,0,0,111.057349,190.1932192,0
0,0,0,81.63393003,175.1730554,0
0,0,0,62.97938073,161.2714683,0
0,0,0,43.42027569,165.3307213,0
0,0,0,43.4735388,145.0454935,0
0,0,0,28.0378325,148.2179824,0
0,0,0,31.58460624,146.3247226,0
0,0,0,48.88670973,138.4169055,0
0,0,0,66.42113784,159.8918472,0
0,0,0,88.83932109,178.6561349,0
0,0,0,97.89653483,186.1173935,0
0,0,0,53.72855369,198.5004021,0
0,0,0,5.575166249,239.9127597,0
0,0,0,30.94468677,238.1904705,0
0,0,0,36.22604773,236.8877369,0
0,0,0,143.6003724,100.2812535,0
0,0,0,116.1734423,102.7710405,0
0,0,0,113.1642113,105.1419546,0
0,0,0,107.8133187,107.7258864,0
0,0,0,117.9647051,109.2619789,0
0,0,0,124.4842378,111.3303116,0
0,0,0,106.0289883,114.2176662,0
0,0,0,122.73096,116.1513262,0
0,0,0,88.51636395,221.9150175,0
0,0,0,89.44854795,200.9705415,0
0,0,0,78.93275202,196.7678457,0
0,0,0,63.56985178,183.9767397,0
0,0,0,45.63491684,157.7280234,0
0,0,0,30.45753917,142.0636119,0
0,0,0,12.05138969,146.5317807,0
0,0,0,33.79203647,135.2786378,0
0,0,0,27.64116495,142.8349757,0
0,0,0,78.4443436,180.9915373,0
0,0,0,117.9420775,193.0444243,0
0,0,0,125.7030576,185.3315426,0
0,0,0,117.079257,190.6343332,0
0,0,0,90.36821615,240.1310128,0
0,0,0,104.4009932,243.0007912,0
0,0,0,87.34574735,246.5828722,0
0,0,0,174.4360155,104.7888885,0
0,0,0,144.376082,107.7078895,0
0,0,0,127.3249566,110.3325831,0
0,0,0,140.7223421,112.788106,0
0,0,0,136.1848706,114.9303428,0
0,0,0,137.287419,116.2389266,0
0,0,0,123.6385885,116.6775831,0
0,0,0,151.1113844,116.3487777,0
0,0,0,99.29556376,211.3751216,0
0,0,0,111.3938962,207.6727182,0
0,0,0,84.57923963,193.2065754,0
0,0,0,67.13824104,172.0705625,0
0,0,0,46.5581729,165.5381543,0
0,0,0,31.39074333,155.0875858,0
0,0,0,20.56135031,130.4673461,0
0,0,0,21.05646134,135.8846868,0
0,0,0,33.79985478,138.3951552,0
0,0,0,86.43171029,158.426474,0
0,0,0,115.2363887,177.9503061,0
0,0,0,137.5268634,186.1685322,0
0,0,0,123.5316191,178.8801562,0
0,0,0,94.23763731,232.0718681,0
0,0,0,89.26976138,235.6134211,0
0,0,0,80.69683818,239.543847,0
0,0,0,165.8172626,97.25198061,0
0,0,0,119.9369675,100.2236634,0
0,0,0,107.8730471,102.4497611,0
0,0,0,111.5645219,104.6733345,0
0,0,0,103.3505026,107.5642417,0
0,0,0,82.51115353,107.2973269,0
0,0,0,80.86602095,106.9285544,0
0,0,0,91.66394128,109.8193213,0
0,0,0,27.17370364,209.2532231,0
0,0,0,39.51083657,196.4821068,0
0,0,0,52.61677391,176.4986422,0
0,0,0,26.37179968,164.003338,0
0,0,0,21.86456553,158.2282223,0
0,0,0,25.04276588,151.7319059,0
0,0,0,7.928609774,148.5738692,0
0,0,0,22.46375822,162.4692914,0
0,0,0,38.80903827,162.2294381,0
0,0,0,66.05367048,174.9362441,0
0,0,0,97.55879786,173.9913955,0
0,0,0,110.4008833,189.849793,0
0,0,0,86.2065448,187.3485766,0
0,0,0,60.0875402,235.5396572,0
0,0,0,68.7351317,238.1617798,0
0,0,0,53.78847742,231.2145361,0
0,0,0,123.1783284,99.37897853,0
0,0,0,100.017672,100.5088089,0
0,0,0,74.90395831,100.0704328,0
0,0,0,55.04901833,99.40052805,0
0,0,0,53.07294572,101.2675762,0
0,0,0,41.89469539,103.822526,0
0,0,0,68.7587412,104.8525087,0
0,0,0,72.1647997,105.360348,0
0,0,0,48.52233042,185.6353337,0
0,0,0,59.15536924,199.9128174,0
0,0,0,41.84929527,170.9128848,0
0,0,0,12.8255556,170.2869845,0
0,0,0,5.036485545,162.606089,0
0,0,0,16.73072574,153.6707235,0
0,0,0,10.99328964,155.3704616,0
0,0,0,8.184445443,141.051581,0
0,0,0,31.48019583,143.3054358,0
0,0,0,77.09048679,180.8706351,0
0,0,0,104.1132556,187.3805586,0
0,0,0,118.7207669,185.8121726,0
0,0,0,121.1610858,197.6410123,0
0,0,0,77.46707881,241.2167625,0
0,0,0,72.45469104,228.1158454,0
0,0,0,69.26056227,240.0395081,0
0,0,0,140.6756556,101.6617313,0
0,0,0,154.1982889,105.9977649,0
0,0,0,138.1185783,107.9901835,0
0,0,0,109.5157822,106.1646451,0
0,0,0,86.6170188,105.5756094,0
0,0,0,106.5339304,107.0145654,0
0,0,0,82.4572983,107.5178705,0
0,0,0,76.10546389,108.1922161,0
0,0,0,18.49969597,195.3333141,0
0,0,0,52.29370681,194.2908708,0
0,0,0,27.7070984,176.512163,0
0,0,0,5.908399637,148.1134885,0
0,0,0,18.61575642,139.1832039,0
0,0,0,0,145.9790174,0
0,0,0,0,142.8668123,0
0,0,0,0,123.1024107,0
0,0,0,10.0615003,163.5577892,0
0,0,0,22.4754396,170.8277994,0
0,0,0,92.31572093,184.7957757,0
0,0,0,116.372044,188.7937741,0
0,0,0,100.4718742,197.7896449,0
0,0,0,37.26550746,245.2608726,0
0,0,0,53.89658356,250.6381077,0
0,0,0,26.02299629,252.0847988,0
0,0,0,126.8303818,116.5346832,0
0,0,0,118.9138384,120.6835024,0
0,0,0,105.3945607,124.7190582,0
0,0,0,109.795636,127.9494754,0
0,0,0,108.8798361,130.6774758,0
0,0,0,123.3435441,133.0919096,0
0,0,0,132.1715281,135.424446,0
0,0,0,135.9595528,137.608473,0
0,0,0,73.69538593,245.0242745,0
0,0,0,81.31174394,229.9588939,0
0,0,0,78.74794942,218.9423752,0
0,0,0,45.63374717,197.6171443,0
0,0,0,38.8348024,192.6332036,0
0,0,0,27.28979775,182.6233207,0
0,0,0,10.42114249,164.1763274,0
0,0,0,18.11957846,177.425808,0
0,0,0,28.43134445,173.4828378,0
0,0,0,67.89061046,174.2548738,0
0,0,0,107.3657967,194.8731561,0
0,0,0,111.8565691,210.9954188,0
0,0,0,113.7282216,209.2791801,0
0,0,0,66.49717387,249.9275905,0
0,0,0,65.96702095,260.9574057,0
0,0,0,72.60137002,267.2268871,0
0,0,0,152.6338694,124.6776887,0
0,0,0,128.5536653,126.5587136,0
0,0,0,120.5582212,127.3210803,0
0,0,0,115.6612314,125.8908189,0
0,0,0,118.2759846,125.2735492,0
0,0,0,113.3079366,125.23433,0
0,0,0,126.1358348,125.2430246,0
0,0,0,132.7310451,125.6317573,0
0,0,0,85.26173001,232.1180852,0
0,0,0,92.58055016,221.1051621,0
0,0,0,68.84225029,195.8443968,0
0,0,0,54.31441937,194.4993855,0
0,0,0,21.57061425,176.7513007,0
0,0,0,18.10467045,171.4329272,0
0,0,0,5.591567222,165.4994708,0
0,0,0,9.348048178,152.0656221,0
0,0,0,28.73077169,163.5725733,0
0,0,0,53.45404035,180.9929421,0
0,0,0,98.25511895,182.4248519,0
0,0,0,114.3976669,204.4301617,0
0,0,0,118.5901573,200.6509893,0
0,0,0,79.7655601,249.6651421,0
0,0,0,57.46836014,235.3818748,0
0,0,0,68.10116901,242.185809,0
0,0,0,127.1030142,105.6435301,0
0,0,0,115.8855253,105.694903,0
0,0,0,116.8359479,105.6771866,0
0,0,0,117.4068631,105.7094408,0
0,0,0,102.8009523,105.946392,0
0,0,0,95.19182131,106.6080229,0
0,0,0,84.73350007,106.373222,0
0,0,0,84.61672074,107.3478116,0
0,0,0,69.51419852,195.011821,0
0,0,0,77.95582193,191.1131477,0
0,0,0,55.27424905,178.8053544,0
0,0,0,32.0508764,165.3953906,0
0,0,0,31.24648139,150.6117926,0
0,0,0,8.327517169,151.1723129,0
0,0,0,0,134.3581078,0
0,0,0,1.755335012,141.3371038,0
0,0,0,10.97185257,147.4000494,0
0,0,0,54.85588431,162.4686859,0
0,0,0,94.80844595,172.02447,0
0,0,0,103.7467676,182.2795016,0
0,0,0,102.2994301,191.6631314,0
0,0,0,64.45586774,229.1201963,0
0,0,0,62.52951363,219.628387,0
0,0,0,71.86678807,236.0435335,0
0,0,0,145.6720812,110.3970914,0
0,0,0,108.8698847,114.4866846,0
0,0,0,101.4575082,117.7360803,0
0,0,0,94.72258241,120.4347247,0
0,0,0,83.63842897,123.023892,0
0,0,0,85.88362472,125.6972472,0
0,0,0,81.12504783,128.421508,0
0,0,0,73.4085435,130.7369356,0
0,0,0,3.613539488,216.9175149,0
0,0,0,4.592576105,198.2765368,0
0,0,0,20.62861181,180.8400623,0
0,0,0,0,169.6116085,0
0,0,0,0,148.4083426,0
0,0,0,0,146.3974692,0
0,0,0,25.88613218,156.9795021,0
0,0,0,32.67129912,146.8052443,0
0,0,0,35.25229421,143.3020503,0
0,0,0,43.1468457,165.1576787,0
0,0,0,79.61725289,183.1072662,0
0,0,0,106.0456565,184.0887582,0
0,0,0,77.27915889,187.4184752,0
0,0,0,39.08545855,234.8217283,0
0,0,0,32.27411723,234.2125783,0
0,0,0,1.696330731,242.9290758,0
0,0,0,66.13594003,119.3743577,0
